subject,session,total,interactions,practice_01,practice_02,practice_03,practice_04,comprehension,age,gender-categorical,gender-free-response,ethnicity,race,language,fluency,difficulty,fun,clarity,strategy,feedback
fgqdcso31ckw0cfuajjwak57,2,18.77,0,4,4,4,4,0,,,,,,,,4,4,5,no strategies other than naming the symbols in my head to remember their tendencies better,
fgqdcso31ckw0cfuajjwak57,3,19.96,4,4,4,4,4,0,,,,,,,,4,4,5,No strategies used,
fix81b5nhpbhpt6god14jgb7,1,28.96,10,5,8,4,4,0,30,Male,,Not Hispanic or Latino,"['Black or African American', 'White']",Yes,Very well,2,4,5,,
fpwho4c7ya1xvsxmqzhicqf0,1,25.0,86,4,15,4,6,0,31,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,4,Tried to remember the symbols based on the results relative to how often the needed to be fixed.,
fpwho4c7ya1xvsxmqzhicqf0,3,26.51,34,4,4,4,6,0,,,,,,,,4,3,5,Just tried to remember the specific symbols in my head relative to needing to check or not. did not know I could write things down.,"hopefully my results were good enough, had a long day of work before I did this task :D"
fuqrkpexjkdkk4msfajk735t,1,24.55,0,4,8,6,6,0,64,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,5,5,It was hard to try to remember all the sysmbols.,"Very interesting HIT, thank you for your time."
fuqrkpexjkdkk4msfajk735t,2,21.85,0,5,5,4,4,0,,,,,,,,2,5,5,"I did not write anything down, I tried to concentrate on the red robots more than the blue.","Very interesting HIT, thank you for your time."
fuqrkpexjkdkk4msfajk735t,3,21.24,0,4,4,5,4,0,,,,,,,,2,5,5,I tried to remember the symbols,Interesting HIT.
fxvwanb4fmwmmonm4rap8tzk,1,27.74,0,4,4,4,4,0,35,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,2,5,no,no
fxvwanb4fmwmmonm4rap8tzk,2,19.75,2,4,4,4,4,0,,,,,,,,4,4,5,no,no
fxvwanb4fmwmmonm4rap8tzk,3,25.39,4,4,4,4,4,0,,,,,,,,4,4,5,tried to associate the shape with an image and remember that with yes or no depending on if it more typically needed repair or not,no
g1mud5eqvupcsb1xoy5hoikc,1,21.69,0,5,5,4,6,0,58,Female,,Not Hispanic or Latino,['White'],Yes,Very well,3,1,5,i realized you gain points for blue no matter what so i stopped worrying about htem and just tried to concentrate on the reds which changed up anyways so it didnt seem to matter,
gh3h1xs3ikfb6a86aqyjenui,1,34.86,12,6,10,4,5,1,35,Male,,Not Hispanic or Latino,['White'],Yes,Very well,5,5,5,focusing method,na
giubdn02n4iwd973mqiixdg3,1,18.87,0,4,6,4,5,0,26,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,1,3,"No, as the symbols changed over time.","Yes, this game was annoying. I could tell there was a red bias near the end so bonuses don't have to be paid out. The symbols and whether it repaired or not changed over time, so it was impossible to learn which one's did what."
giubdn02n4iwd973mqiixdg3,2,20.03,6,5,4,4,4,0,,,,,,,,3,2,4,none,
giubdn02n4iwd973mqiixdg3,3,17.44,0,4,4,4,4,0,,,,,,,,2,2,4,none,
h20euab13zkelweeeswmkfoh,1,20.87,4,5,4,4,4,0,31,Male,,Not Hispanic or Latino,['White'],Yes,Very well,3,4,5,Nope I just tried to remember what the trend was for each pattern.,
h20euab13zkelweeeswmkfoh,2,23.99,38,4,4,4,4,0,,,,,,,,4,4,5,Decided based on memory.,"If there will be more of these, multiplayer would be really interesting. Good job either way. It is my new favorite HIT on MTurk."
h20euab13zkelweeeswmkfoh,3,21.3,22,4,4,4,5,0,,,,,,,,2,4,5,Decided based on memory.,This one was much harder for me.
h5gxkod3684r9aa32umrxil3,1,29.67,18,4,4,4,4,0,33,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,no,none
h5gxkod3684r9aa32umrxil3,2,19.67,2,4,4,4,4,0,,,,,,,,2,4,5,"tried to remember which ones always produced good results, and which ones were iffy",none
h5gxkod3684r9aa32umrxil3,3,20.4,2,4,4,4,4,0,,,,,,,,1,3,5,I tried to remember which ones seemed to need fixing/not fixing more regularly,
h9ufrjijw1aoxvqerxyhpufx,1,25.73,0,4,4,5,4,0,58,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,5,5,"I didn't think I could write things down, but I did try to remember the symbols.","No, thank you."
h9ufrjijw1aoxvqerxyhpufx,2,18.81,2,5,5,4,7,0,,,,,,,,4,5,5,"Yes, I tried to determine which symbols consistently gave the most or subtracted the least points.",
h9ufrjijw1aoxvqerxyhpufx,3,17.67,0,6,5,4,4,0,,,,,,,,4,5,5,"Yes, I tried to determine which symbols consistently gave the most or subtracted the least points.",No.
hxx0z6xh5jxs3bdyo21vdbts,1,35.8,31,6,15,4,6,1,43,Female,,Not Hispanic or Latino,['Black or African American'],Yes,Very well,2,4,5,memory that did not work well,no
hxx0z6xh5jxs3bdyo21vdbts,3,20.39,6,4,4,5,7,1,,,,,,,,2,4,5,I tried to follow a pattern that kept changing,no ty!
hzy9t9tvim5r8ql8zyjbg9gl,1,21.21,2,4,4,4,4,0,60,Male,,Not Hispanic or Latino,['White'],Yes,Very well,3,4,5,no,no
hzy9t9tvim5r8ql8zyjbg9gl,3,19.88,0,4,4,4,4,0,,,,,,,,3,3,5,just went with memory,no
i89jr1lnd0inz4fbc28lgfx8,1,21.3,0,4,4,8,4,0,34,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,Nothing specific. I just tried to memorize the patterns.,
i89jr1lnd0inz4fbc28lgfx8,2,22.78,0,4,4,4,4,0,,,,,,,,3,4,5,I just tried to memorize the symbols. It seemed that some robots would get a different result every 3rd or 4th time that symbol appeared.,
i89jr1lnd0inz4fbc28lgfx8,3,18.95,0,4,4,4,4,0,,,,,,,,4,4,5,Nothing specific. I just tried to memorize the patterns.,
j5qn7av1mxw9g5rqogq6v93m,1,28.73,4,4,6,11,27,1,44,Female,,Not Hispanic or Latino,['Black or African American'],Yes,Very well,4,4,5,no,no
jaapgnx6r3fl1yumbsgijc2c,1,19.06,0,4,4,4,4,0,24,Female,,Not Hispanic or Latino,"['Black or African American', 'White']",Yes,Very well,5,4,5,"I tried to remember if hoops or lines made a difference, and just went with luck from there.",
jaapgnx6r3fl1yumbsgijc2c,2,20.61,0,4,4,4,4,0,,,,,,,,5,5,5,I tried to remember which letters gave me +10 or -10 if I pressed space.,Nope!
jaapgnx6r3fl1yumbsgijc2c,3,20.47,0,4,4,5,4,0,,,,,,,,5,4,5,"I tried to remember different shapes and lines, and how they affected the outcome.",
jo83s7ym4akhbzcroegpie8q,1,20.07,11,4,11,5,5,0,42,Female,,Not Hispanic or Latino,['White'],Yes,Very well,4,4,5,"no, i tried to just think and watch",no issues
jqoprhxyxvg9e3yss1ayecqe,1,20.08,6,4,4,4,4,0,25,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,No strategies used specifically,I have no comments
jv26ajvz0djzmxzkswpt4fu9,1,22.89,3,10,7,4,4,0,46,Female,,Not Hispanic or Latino,"['Asian', 'White']",Yes,Very well,2,4,5,no,
jv26ajvz0djzmxzkswpt4fu9,2,18.05,0,4,5,5,4,0,,,,,,,,2,4,5,i did not write things down. I did try to remember the red symbols more.,
jv26ajvz0djzmxzkswpt4fu9,3,25.79,6,4,6,4,7,0,,,,,,,,3,5,5,"no, just tried to rely on memory",
k4eatbxs964vzfpigd04o50g,1,30.86,17,4,4,4,4,0,31,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,4,5,Just tried my best to memorize what shapes awarded the best outcome,Thank you very much!
k4eatbxs964vzfpigd04o50g,2,18.37,1,4,4,4,4,0,,,,,,,,4,3,5,I just tried to see which one awarded the best outcome then I stuck with that one. I didn't write anything down.,Thank you!
k4eatbxs964vzfpigd04o50g,3,18.46,1,4,4,4,4,0,,,,,,,,4,3,5,Just tried my best to memorize what shapes awarded the best outcome,Thank you very much
k8fuu8o6273c4g6v6di5cbj9,1,25.9,12,4,4,4,6,0,31,Female,,Not Hispanic or Latino,['Asian'],Yes,Very well,2,4,5,I tried to memorize only the symbols that give the most points and deduct the least points.,N/A
kkqxne7da62qmrj6bpqzeata,1,20.37,2,4,6,4,4,0,35,Male,,Not Hispanic or Latino,['White'],Yes,Very well,1,4,5,I simply tried to remember as best as I could which symbols needed repairing and which didn't... It was hard and I feel pretty stupid because I didn't do that well. :(,Thank you
kkqxne7da62qmrj6bpqzeata,3,20.61,0,4,4,4,4,0,,,,,,,,2,5,5,"I just tried to remember the results of repairing or not repairing. I then applied what I learned to future robots. It was pretty hard though, felt like my memory was getting scrambled by all of the different results!","This was cool, thanks!"
kr6ntq0t8qnxqaibdzv13owa,1,23.04,16,4,4,4,4,0,39,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,i tried associating shapes with actions,no
kr6ntq0t8qnxqaibdzv13owa,2,24.33,28,6,4,4,4,0,,,,,,,,5,5,5,i tried associating shapes with actions,interesting survey and good pay and i really liked it
ku73udljp3do294wkrqry2k2,1,27.57,24,4,5,4,7,1,36,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,5,5,no strategies,no comments
ku73udljp3do294wkrqry2k2,2,21.61,10,4,4,4,4,1,,,,,,,,2,5,5,no strategies,no comments
ku73udljp3do294wkrqry2k2,3,18.94,2,4,4,4,4,0,,,,,,,,1,5,5,I didn't,no comments
kw2wtgt1ay84fil3dtvb5oyt,1,38.16,10,4,4,4,4,0,36,Female,,Not Hispanic or Latino,['Black or African American'],Yes,Very well,4,4,5,,
kw2wtgt1ay84fil3dtvb5oyt,2,24.62,12,4,4,4,4,0,,,,,,,,4,4,5,,
kw2wtgt1ay84fil3dtvb5oyt,3,128.5,36,4,4,4,4,0,,,,,,,,5,4,5,,
l4qrxyt5xb97dpedhs809pli,1,23.07,2,4,4,6,4,0,34,Female,,Hispanic or Latino,['Rather not say'],Yes,Very well,1,3,5,"No, I just tried to remember which to click or which to not click.",None
l4qrxyt5xb97dpedhs809pli,2,20.51,0,4,4,4,4,0,,,,,,,,1,4,5,I just paid attention and then tried to remember. No strategies other than that.,Nothing to add here.
l4qrxyt5xb97dpedhs809pli,3,20.21,0,4,4,4,4,0,,,,,,,,1,4,5,I just tried to remember which was which. Nothing more complicated than that.,"This is hard, all of the symbols start to blur at the end."
l8nfpatptckhefvtrmz4oyo1,1,19.81,4,4,4,4,6,0,30,Female,,Not Hispanic or Latino,['White'],Yes,Very well,4,4,5,I tried to give each shape a name in my head and remember those where I need to press the space bar,this was fun! I thought the instructions were super clear
l8nfpatptckhefvtrmz4oyo1,2,20.45,2,7,5,4,5,0,,,,,,,,4,4,5,"I gave the shapes a name, like if they looked like a letter I tried to remember that. I tried to fix everything on the first time that I saw it",The instructions were clear and this was fun to figure out
l8nfpatptckhefvtrmz4oyo1,3,18.87,0,5,4,4,5,0,,,,,,,,4,4,5,I tried to remember the string of letters I needed to push the spacebar for,This was fun to play again! I enjoyed it. Please consider me for future studies!
lgcysbezmz9bhbui20pzvr6j,1,19.07,0,4,5,4,5,0,37,Female,,Not Hispanic or Latino,['Asian'],Yes,Very well,4,3,5,I took notes and adjusted them accordingly.,No comment.
lgcysbezmz9bhbui20pzvr6j,2,17.68,0,4,4,4,4,0,,,,,,,,4,3,5,I took notes and adjusted them accordingly.,No comment.
lgcysbezmz9bhbui20pzvr6j,3,17.44,0,7,4,4,4,0,,,,,,,,5,3,5,I took notes and adjusted them accordingly.,No comment.
lvlai80ktcme3o7kk9hpqht5,1,23.03,48,4,4,4,5,0,24,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,1,5,no,somewhat underpaid
lxj5m279cswf7jg5017ilczl,1,21.14,2,4,4,4,5,0,44,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,I just tried to rely on my memory which didn't always work so well.,none
lxj5m279cswf7jg5017ilczl,2,21.39,2,4,4,4,4,0,,,,,,,,2,3,5,I tired to write them down at first but that made it too confusing.,none
lxj5m279cswf7jg5017ilczl,3,24.57,0,4,4,4,4,0,,,,,,,,1,3,5,I just tried to rely on my memory which didn't always work so well.,"There was a question in the pre-survey where I answered never to whether I remember my name or not. My memory is not that bad. I hope that it is not seen as answering randomly to keep me from future experiments. Also, I seemed to do worse this time around. I could not get any consistency going this time around."
m523oug2exaqfgf2t0q6frdc,1,20.29,0,4,9,5,4,0,32,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,5,5,No strategy. Just tried remembering the symbols.,no
mba28j7clrctwbbl0sbu5yp7,1,19.8,0,4,4,4,4,0,41,Male,,Not Hispanic or Latino,['White'],Yes,Very well,3,3,4,no,
mi82j5hqmz8df786kg0mchbx,1,28.95,4,4,4,6,5,0,30,Male,,Not Hispanic or Latino,['Black or African American'],Yes,Very well,2,4,5,No,
minbcos6o1oyr0o6xmfsigk1,1,19.98,2,4,4,4,4,0,29,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,1,5,no,no
n3kjcc191li92fq3318l08wp,1,26.75,0,23,4,4,4,0,45,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,Tired tested each symbol by not pressing space bar first time I saw it,none
n3kjcc191li92fq3318l08wp,2,23.95,2,4,4,4,4,0,,,,,,,,3,4,5,"I'd let new symbols pass once to determine if it needed repair, then just remember which ones needed repair only",none
n3kjcc191li92fq3318l08wp,3,21.11,0,4,4,4,4,0,,,,,,,,4,4,5,I used the letters to come up with words that start with that letter reminding me what action to take,none
n5l6nzah4o9ktdbafwuc1p01,1,19.99,2,4,5,4,4,0,37,Female,,Not Hispanic or Latino,['White'],Yes,Very well,5,5,5,just tried to remember what symbols i might lose more points with if i chose the incorrect response,
n5l6nzah4o9ktdbafwuc1p01,2,20.22,0,4,4,4,4,0,,,,,,,,5,5,5,i tried to remember the symbols that won/lost the most points and tried to make the correct decision,fun hit! 
n6697tab7e29du1sv7wm18nn,1,24.14,2,5,6,6,4,0,61,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,just memory,
n6697tab7e29du1sv7wm18nn,2,23.04,4,4,4,4,4,1,,,,,,,,1,4,5,just memory,
n6697tab7e29du1sv7wm18nn,3,19.08,0,6,4,4,4,0,,,,,,,,2,4,5,just memory,
n66s9htwc7a7i30x2tpz5whu,1,23.13,8,7,7,4,41,0,26,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,4,"I tried to memorize the different symbols and how often they showed up, and which values they represented each time.",This was very well-designed. Thank you for allowing me to participate.
njqfm261bznwebjghk0pm6v5,1,27.18,10,4,8,4,6,0,39,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,4,I just tried to remember what was what and keeping track in my head of how things were changing.,"Fun experiment, thank you."
njqfm261bznwebjghk0pm6v5,2,26.54,0,4,4,4,4,0,,,,,,,,2,5,5,Just tried remembering what happened most of the time with each symbol and maximize my points.,"Fun study, thanks!"
njqfm261bznwebjghk0pm6v5,3,47.65,6,4,4,4,4,0,,,,,,,,2,4,5,Just tried to remember the good and bad symbols.,"Fun experiment, thank you."
nr2pdr7ph79hwf4fzs96pf40,1,20.57,8,4,4,4,4,0,53,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,3,3,Tried to remember the patters,no
nr2pdr7ph79hwf4fzs96pf40,2,19.36,0,6,4,4,4,0,,,,,,,,4,5,5,I focused on remembering which symbols generated the need for repair the majority of the time.,no
nr2pdr7ph79hwf4fzs96pf40,3,18.99,2,4,4,4,4,0,,,,,,,,4,4,5,I remembered the ones that were most in need of repair and those that were not.,
nrywb42hiie0c06sts7poftz,1,23.49,21,8,12,8,5,1,38,Male,,Hispanic or Latino,['White'],Yes,Very well,2,4,5,I just saw a pattern where a certain robot needed repair then it didn't like a sequence. but it was hard to stay consistent.,Thanks and stay safe.
nrywb42hiie0c06sts7poftz,2,22.23,11,4,4,4,4,1,,,,,,,,5,4,5,I tried to call an image something related like an egg etc and i would repeat to that myself whether to repair it or not. So when it came up i would remember what is likely the choice sometimes. It kinda worked and sometimes there was so much information.,Thanks and stay safe.
nrywb42hiie0c06sts7poftz,3,20.88,9,5,4,4,4,1,,,,,,,,5,5,5,When the outcome of a symbol switched from correct to wrong or vice verse i would just remind myself that its a lie and in the next one it will switch back. It really helped.,I think i was on it today. Thanks.
o2em2gtw7aw0hg14jefx081h,1,20.88,0,5,5,8,4,0,39,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,"i started writing but the symbols were too fast, then I tried accepting all blue repairs and focusing more on the reds to recall",none at this time
o6tpq9ig7s5vj03lwk7dlejk,1,22.48,0,6,4,4,4,0,49,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,5,5,I tried to remember what symbols correlated to higher payoffs but it didn't work out that way.,None
odd3m5pujpk7yp1ewu5nhqlq,1,39.77,18,4,4,5,4,0,25,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,4,5,nope just vibed with it,appreciate the fun layout
ok5wpn9p2gc4tc2s7qfjrkm7,1,20.93,2,4,4,4,4,0,49,Female,,Not Hispanic or Latino,['White'],Yes,Very well,4,4,5,I just tried to remember which shapes needed repairs most often.,No.
ok5wpn9p2gc4tc2s7qfjrkm7,2,18.67,6,4,4,4,4,0,,,,,,,,3,4,5,"I tried to remember which symbols I should hit the space bar for, and ignored the rest.",No.
ok5wpn9p2gc4tc2s7qfjrkm7,3,17.94,2,4,4,4,4,0,,,,,,,,3,4,5,"I tried to remember which symbols to press the space bar for, and ignored the others.",No.
osc4pdikkighfdrjz2bunxs8,1,26.54,0,7,4,4,4,0,55,Male,,Not Hispanic or Latino,['White'],Yes,Very well,1,4,5,Tried to remember what action was best for each case,none
osc4pdikkighfdrjz2bunxs8,2,23.09,0,4,4,4,4,0,,,,,,,,2,4,5,Tried remembering what action gained most or lost least for each robot,none
osc4pdikkighfdrjz2bunxs8,3,22.72,0,4,4,4,4,0,,,,,,,,2,4,5,Tried remembering which bots gained me the most or lost the least,none
pb62dt87bvmuq3ws8tl769wt,1,27.01,14,5,5,4,4,0,43,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,3,5,No I tried to remember the amount for each one but it changed even if some were the same. ,No I tried to remember the amount for each one but it changed even if some were the same. 
piiscwfohwin2do6d97tbq6u,1,22.65,0,5,4,4,4,0,45,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,"no I didn't write anything down, just tried to do my best remembering",Thank you
piiscwfohwin2do6d97tbq6u,2,20.1,0,4,4,4,4,0,,,,,,,,2,4,5,"Again, just tried my best to figure out which to repair then remember",Thank you
piiscwfohwin2do6d97tbq6u,3,19.24,0,4,4,4,4,0,,,,,,,,2,4,5,"no I didn't write anything down, just tried to do my best remembering",Thank you
pixb2esv0o5f28podt3enzx2,1,23.94,28,4,4,6,4,0,63,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,just tried to remember symbols on the robot,none
px7x4u091wjdgrgqxuy7ot05,1,20.96,3,4,4,4,4,0,24,Male,,Not Hispanic or Latino,['Black or African American'],Yes,Very well,2,1,5,No.,
pxfh348lkt9f069ibao10bim,1,24.62,1,4,5,4,4,0,47,Male,,Not Hispanic or Latino,['White'],Yes,Very well,3,5,5,I just tried to pay attention and not get confused,none
pxfh348lkt9f069ibao10bim,2,24.66,1,4,4,4,4,0,,,,,,,,2,5,5,I just tried to remember which shape gave what value and stay with that,"it was interesting to see how I did, I think it was a little harder than the first time but it was interesting"
pxfh348lkt9f069ibao10bim,3,22.45,1,4,4,4,4,0,,,,,,,,2,5,5,I just tried to remember which shape gave a better value and how often it changed to the other value,none
q8oa1gqq6f0vre7cw144qm9a,1,22.67,1,4,4,4,4,0,33,Female,,Not Hispanic or Latino,['White'],Yes,Very well,4,3,5,no,no
q8oa1gqq6f0vre7cw144qm9a,2,21.28,3,4,4,4,4,0,,,,,,,,4,4,5,"just try to remember if a symbol tended to need repair or not, in my head",
q8oa1gqq6f0vre7cw144qm9a,3,17.67,1,4,4,4,4,0,,,,,,,,4,3,4,try to remember symbols tending to need more repair,no
qsmez4ay7ijmavboe2sk03f9,1,21.19,12,9,4,4,4,0,37,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,3,4,n,n
qsmez4ay7ijmavboe2sk03f9,2,17.99,6,4,4,4,4,0,,,,,,,,4,3,5,n,n
qsmez4ay7ijmavboe2sk03f9,3,29.92,12,4,4,4,4,0,,,,,,,,4,3,5,n,n
qthf3orc60dyuspsps4n3043,1,30.74,2,4,6,4,4,0,28,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,5,5,memory,
qz27rih5t2awjbeq7ifuv182,1,23.07,7,6,7,4,4,0,68,Rather not say,,Rather not say,['Rather not say'],Yes,Very well,3,4,5,memory,no
qz27rih5t2awjbeq7ifuv182,2,25.03,3,4,4,4,6,0,,,,,,,,2,4,4,memory only,no
qz27rih5t2awjbeq7ifuv182,3,26.42,3,4,4,4,4,0,,,,,,,,2,3,4,only memory,no
r290tjjnbzo5rw4ls3mialc7,1,22.0,16,4,4,5,4,0,29,Male,,Not Hispanic or Latino,['White'],Yes,Very well,3,2,5,Just relied on my memory,
r290tjjnbzo5rw4ls3mialc7,2,22.68,12,4,4,4,4,0,,,,,,,,4,5,5,"For the majority of the game, I said the numbers/symbols that were  correct out loud so that I would choose those same numbers/symbols again once they came up. It worked at first but towards the end that strategy didn't really work because there were too many new numbers/symbols being introduced",
r290tjjnbzo5rw4ls3mialc7,3,21.66,0,4,12,4,4,0,,,,,,,,2,4,5,It was very hard to keep track of the symbols this time around so I didn't really have a strategy.,None
rlrudfou7q6jcsnrep94xz81,1,20.19,0,4,4,4,4,0,31,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,4,5,I didn't use any strategies other than memorizing which robot types I should repair/not repair.,Knowing the conversion rate of points to bonus would be appreciated. It would also be nice to know our total bonus at the end.
rlrudfou7q6jcsnrep94xz81,2,18.2,0,4,4,4,4,0,,,,,,,,3,4,5,I just memorized which robots were more likely to need to be repaired and which ones were less likely to need repairs.,No comments.
rlrudfou7q6jcsnrep94xz81,3,17.67,2,4,4,4,4,0,,,,,,,,4,4,5,No strategies other than memorizing which robots were more likely to need repairs.,No comments.
rmcpjimb382kkawjustdhmqf,1,20.21,0,4,4,4,4,0,38,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,I just tried to memorize the designs not to press space.,NA
rmcpjimb382kkawjustdhmqf,2,19.17,6,4,4,4,4,0,,,,,,,,4,5,5,I just tried to memorize which ones needed fixed.,NA
rmcpjimb382kkawjustdhmqf,3,17.23,2,4,4,4,4,0,,,,,,,,2,4,5,Just tried to memorize what I had to press space for or not.,NA
rn6hbthvbadg81d274xx3vpm,1,26.09,0,5,6,4,4,0,33,Male,,Hispanic or Latino,['Rather not say'],No,Very well,3,4,5,No,No
rn6hbthvbadg81d274xx3vpm,2,23.38,0,4,4,4,4,0,,,,,,,,2,4,5,Just tried to memorize.,No
s7zrvzr48mv4lvaajo9umck0,1,20.63,2,4,4,4,4,0,66,Male,,Not Hispanic or Latino,['White'],Yes,Very well,1,5,5,no,no
s7zrvzr48mv4lvaajo9umck0,2,18.34,0,4,4,4,4,0,,,,,,,,1,4,5,no,no
s7zrvzr48mv4lvaajo9umck0,3,17.84,0,4,4,4,4,0,,,,,,,,2,4,5,no,no
seo52batpmdy5scay40qsjvz,1,21.02,2,8,4,4,4,0,59,Female,,Not Hispanic or Latino,['White'],Yes,Very well,4,4,5,spoke to myself out loud,no
seo52batpmdy5scay40qsjvz,2,18.89,0,4,4,4,4,0,,,,,,,,3,4,5,spoke to myself out loud,no
seo52batpmdy5scay40qsjvz,3,18.29,0,4,4,4,4,0,,,,,,,,2,4,5,spoke to myself out loud and trial and error,no
swvp3wua96ry74psjb9kodag,1,25.78,14,4,4,4,5,0,37,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,3,5,Remembered what symbols did what when pressing space.,none
swvp3wua96ry74psjb9kodag,2,18.81,14,4,4,4,5,0,,,,,,,,4,3,5,Remembered what symbols did what when pressing space.,none
swvp3wua96ry74psjb9kodag,3,18.71,10,4,4,4,4,0,,,,,,,,4,3,5,Remembered what symbols did what when pressing space.,none
tv52caet0zx982maj0qct1u4,1,20.53,8,4,4,4,4,0,23,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,4,no,no
twqa3uqpbnixynzri4dpy1v6,1,19.72,0,4,4,4,4,0,50,Female,,Not Hispanic or Latino,['White'],Yes,Very well,5,4,5,"even if I guessed wrong on blue, it was still adding points",nothing additional
twqa3uqpbnixynzri4dpy1v6,2,20.01,0,4,4,4,4,0,,,,,,,,5,4,5,"even if I guessed wrong on blue, it was still adding points, so I paid more attention to the red",nothing additional
twqa3uqpbnixynzri4dpy1v6,3,17.96,0,4,4,10,4,0,,,,,,,,4,4,5,"even if I guessed wrong on blue, it was still adding points, so I concentrated more attention to the red",no
uclnxfvhe3dfpfi40azui2sq,1,23.78,12,5,4,4,4,0,51,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,I tried to remember which symbols needed more frequent fixing,Interesting & enjoyable task!
uclnxfvhe3dfpfi40azui2sq,2,26.64,14,4,5,7,10,0,,,,,,,,3,5,5,I tried to remember which symbols needed more frequent fixing,Fun & enjoyable experiment!
uclnxfvhe3dfpfi40azui2sq,3,20.97,4,4,4,4,4,0,,,,,,,,4,5,5,I tried to remember which symbols needed more frequent fixing,Fun & enjoyable experiment!
ugx4w3bms62uyd13mrm7hzx6,1,22.11,3,5,4,4,4,1,54,Male,,Not Hispanic or Latino,['White'],Yes,Very well,3,4,5,none,none
uqz96lk1cp1w8wo01rzwu0hc,1,21.97,0,4,4,4,4,1,53,Female,,Not Hispanic or Latino,['White'],Yes,Very well,4,5,5,no,thank you
uqz96lk1cp1w8wo01rzwu0hc,2,21.95,2,4,5,4,4,0,,,,,,,,3,5,5,no,thank you
uqz96lk1cp1w8wo01rzwu0hc,3,22.29,0,4,4,4,4,1,,,,,,,,3,5,5,Just trying to memorize but I think I did wore in this game than the others,thank you
v29wp8xnvdh4cocvr8h6foqy,1,23.21,0,4,4,4,4,0,61,Female,,Not Hispanic or Latino,['White'],Yes,Very well,3,4,5,"I tried to remember a common thing, but that didn't work out to well.",
v93cmn00gzfocwy7abrvf5od,1,23.55,2,6,4,4,7,0,47,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,5,5,I just tried to remember which robots I should repair or not. But it became progressively harder to remember. ,I enjoyed participating. It was fun. Thank you!
v93cmn00gzfocwy7abrvf5od,3,25.9,2,4,4,5,4,0,,,,,,,,2,5,5,I just tried to remember the symbols and which robots should be repaired. I didn't write anything down. ,It was fun. Thank you for inviting me back for another round!
vxs3tb5crageeg117j6hzd7y,1,18.47,1,4,4,4,4,0,26,Female,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,No,
vztal13cvg8o6mycbd45qrwx,1,40.24,6,4,19,8,7,0,32,Male,,Not Hispanic or Latino,['White'],Yes,Very well,2,4,5,I just tried to rely on memory and pattern recognition,
vztal13cvg8o6mycbd45qrwx,2,36.84,4,4,4,4,10,0,,,,,,,,2,4,5,"The use of letters as symbols was very helpful, they're easier to remember than symbols",This was fun and extremely challenging
vztal13cvg8o6mycbd45qrwx,3,28.04,6,4,4,4,4,0,,,,,,,,2,4,5,I just tried to rely on memory and pattern recognition,This was fun and extremely challenging
w162p6wvsm42ixh01qss4l5l,1,22.27,0,5,4,4,4,0,43,Male,,Not Hispanic or Latino,['White'],Yes,Very well,4,4,5,"tried finding a pattern not related to the symbols (i.e. 2 repairs in a row, 1 not needed, etc).  It didnt really work all that well ","This was interesting, thank you for letting me participate"
w4u5fyb4l8txisrn7guj311e,1,21.57,0,6,7,4,4,0,28,Male,,Not Hispanic or Latino,['White'],Yes,Very well,3,4,4,"Honestly, I could not come up with any particular strategy.",No comments.
